city,datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,date
Delhi,2026-08-26 06:00:00,105.2,106.4,691.0,49.8,66.4,57.0,166,2026-08-26
Delhi,2026-08-26 07:00:00,98.5,100.1,864.0,45.7,70.8,88.0,167,2026-08-26
Delhi,2026-08-26 08:00:00,82.9,86.6,964.0,40.2,72.7,124.0,168,2026-08-26
Delhi,2026-08-26 09:00:00,66.1,72.6,912.0,32.0,70.0,169.0,169,2026-08-26
Delhi,2026-08-26 10:00:00,62.9,72.2,786.0,22.4,64.8,220.0,169,2026-08-26
Delhi,2026-08-26 11:00:00,65.9,77.8,698.0,14.9,59.5,261.0,169,2026-08-26
Delhi,2026-08-26 12:00:00,71.5,85.9,694.0,10.8,54.8,289.0,169,2026-08-26
Delhi,2026-08-26 13:00:00,77.3,93.6,727.0,8.9,49.9,307.0,170,2026-08-26
Delhi,2026-08-26 14:00:00,78.5,96.2,764.0,9.2,45.5,311.0,179,2026-08-26
Delhi,2026-08-26 15:00:00,78.9,97.3,736.0,10.4,40.7,297.0,208,2026-08-26
Delhi,2026-08-26 16:00:00,78.7,102.7,712.0,13.7,36.2,268.0,222,2026-08-26
Delhi,2026-08-26 17:00:00,90.8,134.1,860.0,36.8,43.9,186.0,232,2026-08-26
Delhi,2026-08-26 18:00:00,94.8,118.0,1389.0,54.1,46.2,146.0,233,2026-08-26
Delhi,2026-08-26 19:00:00,111.1,129.5,2090.0,77.6,49.2,90.0,228,2026-08-26
Delhi,2026-08-26 20:00:00,119.0,135.5,2509.0,92.3,50.8,49.0,217,2026-08-26
Delhi,2026-08-26 21:00:00,117.1,147.1,2391.0,89.9,49.8,36.0,201,2026-08-26
Delhi,2026-08-26 22:00:00,112.5,176.0,1991.0,78.7,47.4,37.0,177,2026-08-26
Delhi,2026-08-26 23:00:00,106.2,185.3,1620.0,68.1,44.2,39.0,178,2026-08-26
Delhi,2026-08-27 00:00:00,98.7,176.5,1374.0,61.0,39.9,37.0,178,2026-08-27
Delhi,2026-08-27 01:00:00,91.7,156.9,1157.0,54.5,34.9,36.0,178,2026-08-27
Delhi,2026-08-27 02:00:00,85.0,147.1,989.0,49.5,31.1,34.0,178,2026-08-27
Delhi,2026-08-27 03:00:00,82.2,140.6,877.0,46.7,29.0,30.0,177,2026-08-27
Delhi,2026-08-27 04:00:00,81.0,122.5,815.0,45.4,28.2,25.0,176,2026-08-27
Delhi,2026-08-27 05:00:00,72.4,98.7,800.0,39.4,28.2,33.0,174,2026-08-27
Delhi,2026-08-27 06:00:00,77.3,96.2,866.0,39.9,31.6,39.0,174,2026-08-27
Delhi,2026-08-27 07:00:00,74.7,103.8,980.0,40.4,36.4,48.0,173,2026-08-27
Delhi,2026-08-27 08:00:00,69.2,94.3,1038.0,39.2,40.4,67.0,172,2026-08-27
Delhi,2026-08-27 09:00:00,61.9,86.1,975.0,34.9,43.2,102.0,172,2026-08-27
Delhi,2026-08-27 10:00:00,60.1,85.2,855.0,28.9,45.3,147.0,172,2026-08-27
Delhi,2026-08-27 11:00:00,61.2,85.9,774.0,23.7,46.0,185.0,172,2026-08-27
Delhi,2026-08-27 12:00:00,60.5,84.3,781.0,19.5,44.9,213.0,171,2026-08-27
Delhi,2026-08-27 13:00:00,64.0,88.2,825.0,16.0,42.5,233.0,171,2026-08-27
Delhi,2026-08-27 14:00:00,65.7,97.6,852.0,15.0,39.8,244.0,171,2026-08-27
Delhi,2026-08-27 15:00:00,66.4,94.3,759.0,15.7,36.2,243.0,170,2026-08-27
Delhi,2026-08-27 16:00:00,63.1,87.8,648.0,18.9,32.3,232.0,170,2026-08-27
Delhi,2026-08-27 17:00:00,60.8,79.6,771.0,28.3,31.1,209.0,192,2026-08-27
Delhi,2026-08-27 18:00:00,70.8,84.5,1386.0,50.1,34.9,166.0,204,2026-08-27
Delhi,2026-08-27 19:00:00,86.6,98.7,2234.0,78.1,41.5,112.0,205,2026-08-27
Delhi,2026-08-27 20:00:00,95.9,110.1,2792.0,97.7,46.8,70.0,200,2026-08-27
Delhi,2026-08-27 21:00:00,97.6,111.5,2811.0,101.1,49.6,52.0,178,2026-08-27
Delhi,2026-08-27 22:00:00,102.2,111.5,2539.0,96.0,51.2,46.0,166,2026-08-27
Delhi,2026-08-27 23:00:00,106.4,115.3,2194.0,90.7,51.8,42.0,166,2026-08-27
Delhi,2026-08-28 00:00:00,108.7,119.7,1800.0,88.2,51.5,35.0,166,2026-08-28
Delhi,2026-08-28 01:00:00,112.7,126.2,1332.0,85.3,50.3,29.0,166,2026-08-28
Delhi,2026-08-28 02:00:00,114.8,132.7,933.0,81.2,47.9,24.0,167,2026-08-28
Delhi,2026-08-28 03:00:00,114.6,140.2,632.0,75.5,44.0,17.0,167,2026-08-28
Delhi,2026-08-28 04:00:00,112.7,149.9,400.0,68.4,39.0,11.0,168,2026-08-28
Delhi,2026-08-28 05:00:00,54.6,116.6,290.0,31.1,26.1,47.0,169,2026-08-28
Delhi,2026-08-28 06:00:00,51.3,109.9,393.0,29.1,23.1,52.0,169,2026-08-28
Delhi,2026-08-28 07:00:00,51.9,105.9,618.0,26.1,19.0,60.0,168,2026-08-28
Delhi,2026-08-28 08:00:00,53.9,136.0,740.0,22.3,15.8,73.0,167,2026-08-28
Delhi,2026-08-28 09:00:00,66.1,246.8,632.0,17.0,14.5,97.0,167,2026-08-28
Delhi,2026-08-28 10:00:00,79.6,330.6,421.0,11.0,14.1,126.0,167,2026-08-28
Delhi,2026-08-28 11:00:00,93.1,408.9,262.0,6.6,13.9,148.0,168,2026-08-28
Delhi,2026-08-28 12:00:00,104.5,489.9,215.0,4.4,13.7,157.0,169,2026-08-28
Delhi,2026-08-28 13:00:00,108.5,514.1,221.0,3.8,13.7,157.0,170,2026-08-28
Delhi,2026-08-28 14:00:00,119.0,609.1,255.0,5.4,13.8,153.0,171,2026-08-28
Delhi,2026-08-28 15:00:00,126.2,666.8,277.0,8.9,13.7,144.0,173,2026-08-28
Delhi,2026-08-28 16:00:00,130.4,687.3,327.0,14.5,13.7,130.0,175,2026-08-28
Delhi,2026-08-28 17:00:00,118.5,577.4,509.0,21.5,14.3,106.0,177,2026-08-28
Delhi,2026-08-28 18:00:00,124.8,517.8,982.0,39.3,20.6,82.0,178,2026-08-28
Delhi,2026-08-28 19:00:00,141.6,564.4,1585.0,63.9,29.5,48.0,180,2026-08-28
Delhi,2026-08-28 20:00:00,160.7,588.6,1942.0,83.1,37.2,21.0,181,2026-08-28
Delhi,2026-08-28 21:00:00,170.9,573.7,1846.0,92.3,43.1,9.0,183,2026-08-28
Delhi,2026-08-28 22:00:00,177.9,556.9,1503.0,96.1,47.8,4.0,192,2026-08-28
Delhi,2026-08-28 23:00:00,177.4,517.8,1156.0,96.2,49.3,1.0,204,2026-08-28
Delhi,2026-08-29 00:00:00,165.3,458.2,858.0,92.5,46.0,0.0,228,2026-08-29
Delhi,2026-08-29 01:00:00,146.7,383.7,556.0,85.2,39.4,1.0,248,2026-08-29
Delhi,2026-08-29 02:00:00,124.8,303.6,336.0,75.7,32.7,4.0,263,2026-08-29
Delhi,2026-08-29 03:00:00,102.7,263.6,247.0,63.3,26.1,9.0,273,2026-08-29
Delhi,2026-08-29 04:00:00,85.0,266.4,240.0,48.8,19.4,16.0,281,2026-08-29
Delhi,2026-08-29 05:00:00,81.5,380.9,259.0,21.7,10.0,38.0,288,2026-08-29
Delhi,2026-08-29 06:00:00,85.4,424.7,305.0,20.4,10.4,45.0,303,2026-08-29
Delhi,2026-08-29 07:00:00,95.2,489.9,376.0,18.4,11.1,55.0,319,2026-08-29
Delhi,2026-08-29 08:00:00,103.8,542.0,412.0,15.9,11.7,70.0,339,2026-08-29
Delhi,2026-08-29 09:00:00,111.5,599.8,374.0,12.5,12.3,92.0,361,2026-08-29
Delhi,2026-08-29 10:00:00,118.7,642.6,300.0,8.5,12.8,119.0,379,2026-08-29
Delhi,2026-08-29 11:00:00,122.9,663.1,244.0,5.7,13.4,139.0,395,2026-08-29
Delhi,2026-08-29 12:00:00,122.0,648.2,225.0,4.1,13.9,150.0,407,2026-08-29
Delhi,2026-08-29 13:00:00,120.1,629.6,224.0,3.5,14.5,154.0,413,2026-08-29
Delhi,2026-08-29 14:00:00,118.5,612.8,241.0,5.3,14.9,152.0,418,2026-08-29
Delhi,2026-08-29 15:00:00,117.1,603.5,257.0,9.5,14.8,142.0,418,2026-08-29
Delhi,2026-08-29 16:00:00,114.6,577.4,291.0,16.0,14.7,124.0,416,2026-08-29
Delhi,2026-08-29 17:00:00,91.0,419.1,398.0,20.0,13.4,106.0,411,2026-08-29
Delhi,2026-08-29 18:00:00,95.7,352.0,674.0,36.1,18.3,82.0,405,2026-08-29
Delhi,2026-08-29 19:00:00,108.7,364.1,1022.0,58.3,25.0,50.0,397,2026-08-29
Delhi,2026-08-29 20:00:00,120.1,372.5,1213.0,75.7,30.9,24.0,387,2026-08-29
Delhi,2026-08-29 21:00:00,128.1,366.9,1105.0,84.2,35.5,12.0,375,2026-08-29
Delhi,2026-08-29 22:00:00,136.0,357.6,839.0,87.9,39.1,6.0,365,2026-08-29
Delhi,2026-08-29 23:00:00,136.9,341.8,605.0,87.6,39.9,4.0,354,2026-08-29
Delhi,2026-08-30 00:00:00,130.4,320.4,467.0,83.0,36.0,4.0,345,2026-08-30
Delhi,2026-08-30 01:00:00,117.6,297.1,361.0,74.3,29.2,7.0,338,2026-08-30
Delhi,2026-08-30 02:00:00,98.7,295.2,285.0,63.7,22.9,12.0,333,2026-08-30
Delhi,2026-08-30 03:00:00,82.7,303.6,245.0,49.7,17.9,19.0,333,2026-08-30
Delhi,2026-08-30 04:00:00,72.2,299.0,235.0,33.7,13.4,28.0,335,2026-08-30
Delhi,2026-08-30 05:00:00,80.8,421.0,239.0,16.7,8.7,46.0,337,2026-08-30
Delhi,2026-08-30 06:00:00,84.3,440.5,262.0,15.5,9.6,53.0,339,2026-08-30
Delhi,2026-08-30 07:00:00,95.2,476.8,299.0,13.7,10.8,63.0,340,2026-08-30
Delhi,2026-08-30 08:00:00,101.5,530.9,315.0,11.7,11.8,76.0,339,2026-08-30
Delhi,2026-08-30 09:00:00,108.0,571.8,289.0,9.2,12.3,94.0,338,2026-08-30
Delhi,2026-08-30 10:00:00,114.6,603.5,242.0,6.5,12.6,115.0,337,2026-08-30
Delhi,2026-08-30 11:00:00,119.0,625.8,206.0,4.5,12.9,131.0,335,2026-08-30
Delhi,2026-08-30 12:00:00,100.8,478.7,193.0,3.5,13.1,140.0,333,2026-08-30
Delhi,2026-08-30 13:00:00,93.1,422.8,192.0,3.3,13.3,145.0,324,2026-08-30
Delhi,2026-08-30 14:00:00,88.7,393.9,197.0,4.2,13.5,144.0,313,2026-08-30
Delhi,2026-08-30 15:00:00,85.0,373.5,193.0,5.3,13.2,138.0,302,2026-08-30
Delhi,2026-08-30 16:00:00,82.7,347.4,197.0,7.6,12.8,127.0,288,2026-08-30
Delhi,2026-08-30 17:00:00,75.4,276.6,251.0,15.0,16.2,118.0,275,2026-08-30
Delhi,2026-08-30 18:00:00,84.3,228.2,421.0,34.9,23.0,91.0,266,2026-08-30
Delhi,2026-08-30 19:00:00,97.8,241.2,641.0,62.2,32.4,54.0,259,2026-08-30
Delhi,2026-08-30 20:00:00,109.9,241.2,762.0,81.4,39.2,26.0,252,2026-08-30
Delhi,2026-08-30 21:00:00,113.2,225.4,691.0,85.2,41.3,15.0,244,2026-08-30
Delhi,2026-08-30 22:00:00,109.9,201.2,521.0,80.9,40.9,13.0,235,2026-08-30
Delhi,2026-08-30 23:00:00,101.7,175.1,378.0,75.3,39.2,12.0,226,2026-08-30
Delhi,2026-08-31 00:00:00,94.5,165.8,310.0,70.4,36.2,11.0,216,2026-08-31
Delhi,2026-08-31 01:00:00,89.9,170.4,270.0,64.2,31.9,13.0,207,2026-08-31
Delhi,2026-08-31 02:00:00,89.9,207.7,241.0,57.1,27.7,15.0,200,2026-08-31
Delhi,2026-08-31 03:00:00,90.3,266.4,213.0,48.4,23.8,18.0,198,2026-08-31
Delhi,2026-08-31 04:00:00,88.2,323.2,196.0,38.9,20.1,22.0,197,2026-08-31
Delhi,2026-08-31 05:00:00,102.2,540.2,200.0,14.4,9.5,46.0,198,2026-08-31
Delhi,2026-08-31 06:00:00,104.5,534.6,248.0,14.9,10.4,48.0,200,2026-08-31
Delhi,2026-08-31 07:00:00,108.0,534.6,317.0,15.5,11.7,52.0,206,2026-08-31
Delhi,2026-08-31 08:00:00,108.0,556.9,356.0,15.0,12.9,62.0,210,2026-08-31
Delhi,2026-08-31 09:00:00,111.8,594.2,333.0,12.6,13.8,84.0,211,2026-08-31
Delhi,2026-08-31 10:00:00,120.1,631.4,279.0,9.1,14.6,112.0,212,2026-08-31
Delhi,2026-08-31 11:00:00,128.5,665.0,238.0,6.5,15.1,134.0,214,2026-08-31
Delhi,2026-08-31 12:00:00,127.1,640.7,226.0,5.2,15.3,146.0,216,2026-08-31
Delhi,2026-08-31 13:00:00,116.9,571.8,226.0,4.8,15.3,152.0,226,2026-08-31
Delhi,2026-08-31 14:00:00,107.1,512.2,233.0,5.6,15.2,153.0,235,2026-08-31
Delhi,2026-08-31 15:00:00,103.4,488.0,221.0,6.1,14.6,148.0,242,2026-08-31
Delhi,2026-08-31 16:00:00,98.5,444.2,216.0,7.9,14.0,138.0,249,2026-08-31
Delhi,2026-08-31 17:00:00,84.3,372.5,289.0,12.9,12.5,109.0,255,2026-08-31
Delhi,2026-08-31 18:00:00,86.6,332.5,476.0,29.2,16.5,84.0,260,2026-08-31
Delhi,2026-08-31 19:00:00,95.7,315.7,741.0,51.9,22.3,49.0,266,2026-08-31
Delhi,2026-08-31 20:00:00,107.1,327.8,1042.0,70.3,28.4,22.0,271,2026-08-31
Delhi,2026-08-31 21:00:00,119.7,348.3,1472.0,80.7,35.2,9.0,276,2026-08-31
Delhi,2026-08-31 22:00:00,135.0,369.7,1939.0,86.9,42.4,3.0,283,2026-08-31
Delhi,2026-08-31 23:00:00,146.2,381.8,2126.0,89.4,47.0,0.0,293,2026-08-31
Delhi,2026-09-01 00:00:00,147.1,366.9,1794.0,86.9,47.4,0.0,305,2026-09-01
Delhi,2026-09-01 01:00:00,142.0,341.8,1182.0,80.7,45.3,1.0,315,2026-09-01
Delhi,2026-09-01 02:00:00,136.4,320.4,687.0,74.9,42.8,3.0,324,2026-09-01
Delhi,2026-09-01 03:00:00,129.9,297.1,460.0,71.8,40.7,2.0,330,2026-09-01
Delhi,2026-09-01 04:00:00,122.5,285.9,348.0,69.2,38.2,1.0,332,2026-09-01
Delhi,2026-09-01 05:00:00,78.0,385.6,296.0,15.0,9.0,44.0,330,2026-09-01
Delhi,2026-09-01 06:00:00,80.8,373.5,314.0,15.5,10.2,47.0,322,2026-09-01
Delhi,2026-09-01 07:00:00,84.3,357.6,390.0,16.0,11.9,53.0,313,2026-09-01
Delhi,2026-09-01 08:00:00,81.0,393.9,432.0,15.5,13.2,64.0,304,2026-09-01
Delhi,2026-09-01 09:00:00,76.8,375.3,390.0,12.8,13.9,85.0,295,2026-09-01
Delhi,2026-09-01 10:00:00,75.4,363.2,313.0,9.1,14.2,112.0,282,2026-09-01
Delhi,2026-09-01 11:00:00,67.1,300.8,259.0,6.3,14.5,134.0,266,2026-09-01
Delhi,2026-09-01 12:00:00,60.3,247.7,244.0,5.1,14.8,148.0,244,2026-09-01
Delhi,2026-09-01 13:00:00,58.1,231.9,252.0,4.8,15.0,157.0,221,2026-09-01
Delhi,2026-09-01 14:00:00,58.7,228.6,290.0,5.8,15.5,161.0,201,2026-09-01
Delhi,2026-09-01 15:00:00,61.2,242.1,366.0,8.3,16.0,159.0,194,2026-09-01
Delhi,2026-09-01 16:00:00,61.2,231.9,471.0,12.2,16.9,151.0,189,2026-09-01
Delhi,2026-09-01 17:00:00,57.6,177.4,589.0,18.3,23.0,152.0,185,2026-09-01
Delhi,2026-09-01 18:00:00,61.9,150.9,729.0,24.1,26.4,135.0,181,2026-09-01
Delhi,2026-09-01 19:00:00,61.0,116.6,881.0,32.0,31.0,111.0,177,2026-09-01
Delhi,2026-09-01 20:00:00,58.2,99.4,1000.0,38.1,34.6,90.0,176,2026-09-01
Delhi,2026-09-01 21:00:00,56.9,88.9,1082.0,40.5,36.4,76.0,175,2026-09-01
Delhi,2026-09-01 22:00:00,55.2,80.3,1131.0,41.0,37.2,64.0,173,2026-09-01
Delhi,2026-09-01 23:00:00,52.5,72.4,1118.0,40.6,36.8,55.0,170,2026-09-01
Delhi,2026-09-02 00:00:00,48.8,65.7,999.0,38.9,34.4,47.0,168,2026-09-02
Delhi,2026-09-02 01:00:00,46.9,60.1,817.0,36.2,30.8,42.0,165,2026-09-02
Delhi,2026-09-02 02:00:00,45.3,55.3,672.0,34.8,28.1,36.0,162,2026-09-02
Delhi,2026-09-02 03:00:00,44.1,51.9,593.0,36.2,26.6,27.0,159,2026-09-02
Delhi,2026-09-02 04:00:00,44.2,50.5,550.0,38.8,25.9,18.0,157,2026-09-02
Delhi,2026-09-02 05:00:00,47.0,63.8,559.0,35.3,35.1,39.0,154,2026-09-02
Delhi,2026-09-02 06:00:00,50.9,65.9,669.0,34.9,37.1,47.0,153,2026-09-02
Delhi,2026-09-02 07:00:00,46.4,72.6,831.0,34.1,39.7,59.0,152,2026-09-02
Delhi,2026-09-02 08:00:00,43.4,81.0,909.0,31.5,40.5,79.0,151,2026-09-02
Delhi,2026-09-02 09:00:00,45.8,99.4,822.0,25.3,38.3,117.0,150,2026-09-02
Delhi,2026-09-02 10:00:00,49.0,112.5,652.0,17.2,34.5,163.0,148,2026-09-02
Delhi,2026-09-02 11:00:00,49.9,117.1,509.0,11.0,30.3,195.0,145,2026-09-02
Delhi,2026-09-02 12:00:00,48.4,114.6,427.0,7.8,25.7,201.0,143,2026-09-02
Delhi,2026-09-02 13:00:00,46.6,116.6,371.0,6.5,20.9,192.0,142,2026-09-02
Delhi,2026-09-02 14:00:00,57.9,147.1,356.0,7.6,17.7,177.0,141,2026-09-02
Delhi,2026-09-02 15:00:00,39.3,91.5,395.0,12.0,17.1,158.0,140,2026-09-02
Delhi,2026-09-02 16:00:00,35.2,72.4,473.0,18.8,18.3,133.0,139,2026-09-02
Delhi,2026-09-02 17:00:00,35.4,72.9,559.0,17.1,17.9,111.0,151,2026-09-02
Delhi,2026-09-02 18:00:00,37.8,60.5,658.0,31.0,21.4,86.0,149,2026-09-02
Delhi,2026-09-02 19:00:00,49.2,66.6,764.0,49.9,26.2,52.0,133,2026-09-02
Delhi,2026-09-02 20:00:00,51.8,63.3,827.0,62.0,29.5,28.0,129,2026-09-02
Delhi,2026-09-02 21:00:00,48.4,56.1,814.0,61.2,29.8,23.0,129,2026-09-02
Delhi,2026-09-02 22:00:00,43.7,48.4,758.0,53.7,28.4,28.0,128,2026-09-02
Delhi,2026-09-02 23:00:00,40.2,43.0,706.0,46.0,27.0,34.0,127,2026-09-02
Delhi,2026-09-03 00:00:00,35.6,37.4,671.0,39.7,25.8,40.0,125,2026-09-03
Delhi,2026-09-03 01:00:00,31.8,32.9,639.0,33.3,24.5,47.0,124,2026-09-03
Delhi,2026-09-03 02:00:00,29.2,29.9,617.0,28.5,23.4,52.0,122,2026-09-03
Delhi,2026-09-03 03:00:00,28.5,28.9,604.0,26.3,22.6,52.0,121,2026-09-03
Delhi,2026-09-03 04:00:00,28.1,28.3,601.0,25.6,22.1,50.0,119,2026-09-03
Delhi,2026-09-03 05:00:00,12.0,12.0,609.0,19.1,17.3,64.0,117,2026-09-03
Delhi,2026-09-03 06:00:00,12.4,12.5,647.0,20.6,19.0,65.0,114,2026-09-03
Delhi,2026-09-03 07:00:00,12.8,12.9,697.0,22.6,21.3,67.0,110,2026-09-03
Delhi,2026-09-03 08:00:00,13.1,13.2,706.0,23.1,23.4,74.0,106,2026-09-03
Delhi,2026-09-03 09:00:00,15.1,15.3,635.0,20.9,25.0,89.0,103,2026-09-03
Delhi,2026-09-03 10:00:00,16.9,23.9,523.0,17.3,26.4,107.0,100,2026-09-03
Delhi,2026-09-03 11:00:00,17.6,28.5,433.0,14.4,26.9,122.0,97,2026-09-03
Delhi,2026-09-03 12:00:00,17.2,22.9,379.0,12.7,25.7,128.0,95,2026-09-03
Delhi,2026-09-03 13:00:00,18.1,21.7,347.0,11.7,23.7,131.0,92,2026-09-03
Delhi,2026-09-03 14:00:00,19.0,21.5,357.0,12.0,22.8,132.0,90,2026-09-03
Delhi,2026-09-03 15:00:00,21.0,26.1,434.0,11.6,23.5,138.0,87,2026-09-03
Delhi,2026-09-03 16:00:00,22.5,25.7,552.0,12.4,25.4,142.0,86,2026-09-03
Delhi,2026-09-03 17:00:00,25.3,25.5,660.0,33.5,30.2,85.0,85,2026-09-03
Delhi,2026-09-03 18:00:00,30.3,30.5,730.0,47.0,35.2,66.0,84,2026-09-03
Delhi,2026-09-03 19:00:00,41.4,41.7,790.0,65.5,42.1,39.0,83,2026-09-03
Delhi,2026-09-03 20:00:00,52.0,52.3,865.0,79.0,46.7,19.0,83,2026-09-03
Delhi,2026-09-03 21:00:00,66.4,66.6,985.0,83.1,47.2,11.0,83,2026-09-03
Delhi,2026-09-03 22:00:00,67.8,68.0,1122.0,82.3,45.4,9.0,84,2026-09-03
Delhi,2026-09-03 23:00:00,64.3,64.7,1215.0,79.2,43.1,9.0,86,2026-09-03
Delhi,2026-09-04 00:00:00,61.7,61.9,1235.0,74.1,40.5,11.0,88,2026-09-04
Delhi,2026-09-04 01:00:00,59.3,59.6,1211.0,66.8,37.4,15.0,90,2026-09-04
Delhi,2026-09-04 02:00:00,58.2,58.7,1174.0,59.9,34.8,19.0,92,2026-09-04
Delhi,2026-09-04 03:00:00,56.9,57.3,1139.0,54.3,32.8,19.0,94,2026-09-04
Delhi,2026-09-04 04:00:00,54.7,55.2,1092.0,49.1,31.2,19.0,97,2026-09-04
Delhi,2026-09-04 05:00:00,51.8,52.2,1019.0,48.8,31.6,23.0,99,2026-09-04
Delhi,2026-09-04 06:00:00,48.0,48.3,902.0,47.7,31.1,24.0,102,2026-09-04
Delhi,2026-09-04 07:00:00,44.9,45.4,760.0,45.9,30.4,28.0,106,2026-09-04
Delhi,2026-09-04 08:00:00,46.9,47.4,637.0,42.6,30.0,39.0,110,2026-09-04
Delhi,2026-09-04 09:00:00,41.3,41.7,544.0,36.4,30.2,67.0,113,2026-09-04
Delhi,2026-09-04 10:00:00,38.4,38.8,471.0,28.8,30.7,102.0,116,2026-09-04
Delhi,2026-09-04 11:00:00,33.4,33.8,427.0,23.1,31.0,129.0,118,2026-09-04
Delhi,2026-09-04 12:00:00,31.9,32.4,415.0,20.7,30.7,139.0,120,2026-09-04
Delhi,2026-09-04 13:00:00,31.1,31.5,432.0,20.3,30.3,139.0,121,2026-09-04
Delhi,2026-09-04 14:00:00,30.9,31.2,482.0,21.2,30.0,136.0,123,2026-09-04
Delhi,2026-09-04 15:00:00,30.9,31.3,588.0,22.6,30.0,133.0,124,2026-09-04
Delhi,2026-09-04 16:00:00,31.0,31.4,725.0,25.3,30.2,126.0,125,2026-09-04
Delhi,2026-09-04 17:00:00,48.9,67.1,828.0,28.4,25.8,99.0,126,2026-09-04
Delhi,2026-09-04 18:00:00,51.9,57.9,865.0,35.7,25.6,82.0,128,2026-09-04
Delhi,2026-09-04 19:00:00,54.6,55.8,866.0,45.5,25.4,59.0,130,2026-09-04
Delhi,2026-09-04 20:00:00,52.2,52.3,856.0,50.9,24.6,43.0,132,2026-09-04
Delhi,2026-09-04 21:00:00,45.9,46.1,843.0,48.0,23.1,41.0,132,2026-09-04
Delhi,2026-09-04 22:00:00,39.2,39.5,817.0,40.6,21.1,46.0,130,2026-09-04
Delhi,2026-09-04 23:00:00,34.6,34.7,777.0,33.5,19.1,51.0,127,2026-09-04
Delhi,2026-09-05 00:00:00,27.9,28.1,714.0,27.9,16.9,55.0,124,2026-09-05
Delhi,2026-09-05 01:00:00,23.1,23.2,636.0,22.6,14.7,59.0,120,2026-09-05
Delhi,2026-09-05 02:00:00,18.2,18.3,564.0,18.8,13.1,62.0,116,2026-09-05
Delhi,2026-09-05 03:00:00,15.0,15.1,490.0,16.9,12.2,62.0,112,2026-09-05
Delhi,2026-09-05 04:00:00,13.7,13.8,422.0,16.4,11.9,59.0,108,2026-09-05
Delhi,2026-09-05 05:00:00,18.0,18.2,405.0,19.7,13.6,50.0,104,2026-09-05
Delhi,2026-09-05 06:00:00,20.4,20.5,488.0,24.3,15.3,44.0,100,2026-09-05
Delhi,2026-09-05 07:00:00,24.9,25.0,623.0,30.4,17.8,38.0,98,2026-09-05
Delhi,2026-09-05 08:00:00,25.7,25.8,706.0,33.7,20.1,38.0,96,2026-09-05
Delhi,2026-09-05 09:00:00,24.2,24.4,677.0,31.8,22.3,51.0,95,2026-09-05
Delhi,2026-09-05 10:00:00,22.8,22.9,597.0,27.1,24.3,72.0,93,2026-09-05
Delhi,2026-09-05 11:00:00,22.4,22.6,547.0,22.8,25.5,91.0,92,2026-09-05
Delhi,2026-09-05 12:00:00,23.7,24.0,566.0,19.6,25.2,109.0,91,2026-09-05
Delhi,2026-09-05 13:00:00,24.2,24.5,614.0,16.8,24.0,126.0,91,2026-09-05
Delhi,2026-09-05 14:00:00,24.7,25.3,655.0,15.8,22.8,136.0,90,2026-09-05
Delhi,2026-09-05 15:00:00,26.1,26.7,613.0,15.8,21.3,135.0,89,2026-09-05
Delhi,2026-09-05 16:00:00,28.2,28.8,564.0,17.7,19.7,127.0,89,2026-09-05
Delhi,2026-09-05 17:00:00,38.3,39.6,700.0,28.1,20.2,74.0,89,2026-09-05
Delhi,2026-09-05 18:00:00,44.0,44.8,1229.0,34.9,21.1,62.0,88,2026-09-05
Delhi,2026-09-05 19:00:00,48.2,48.9,1943.0,44.1,22.3,45.0,87,2026-09-05
Delhi,2026-09-05 20:00:00,49.5,50.1,2408.0,49.8,22.8,33.0,87,2026-09-05
Delhi,2026-09-05 21:00:00,48.3,48.9,2405.0,48.9,22.1,31.0,87,2026-09-05
Delhi,2026-09-05 22:00:00,47.0,47.5,2153.0,44.4,20.6,34.0,87,2026-09-05
Delhi,2026-09-05 23:00:00,47.1,47.6,1872.0,40.2,19.3,37.0,88,2026-09-05
Delhi,2026-09-06 00:00:00,46.4,46.9,1614.0,37.2,18.2,38.0,88,2026-09-06
Delhi,2026-09-06 01:00:00,44.9,45.3,1326.0,34.3,17.1,38.0,90,2026-09-06
Delhi,2026-09-06 02:00:00,45.8,46.1,1071.0,32.2,16.4,38.0,92,2026-09-06
Delhi,2026-09-06 03:00:00,47.0,47.5,862.0,31.4,16.0,35.0,94,2026-09-06
Delhi,2026-09-06 04:00:00,46.3,46.7,686.0,31.3,16.0,32.0,96,2026-09-06
Delhi,2026-09-06 05:00:00,45.5,45.9,561.0,31.4,20.8,35.0,99,2026-09-06
Delhi,2026-09-06 06:00:00,50.1,50.3,508.0,28.8,22.4,46.0,101,2026-09-06
Delhi,2026-09-06 07:00:00,43.8,44.1,505.0,25.2,24.5,63.0,105,2026-09-06
Delhi,2026-09-06 08:00:00,34.6,34.9,509.0,21.3,25.8,81.0,106,2026-09-06
Delhi,2026-09-06 09:00:00,30.2,30.5,510.0,17.1,25.7,102.0,107,2026-09-06
Delhi,2026-09-06 10:00:00,26.9,27.1,517.0,12.7,24.8,125.0,108,2026-09-06
Delhi,2026-09-06 11:00:00,25.1,25.3,511.0,9.5,23.9,143.0,108,2026-09-06
Delhi,2026-09-06 12:00:00,23.1,23.3,467.0,7.8,23.0,153.0,109,2026-09-06
Delhi,2026-09-06 13:00:00,23.3,23.5,410.0,7.3,22.0,157.0,109,2026-09-06
